names	edited_features	longest_gene_isoform
AT1G04880	16	3404
AT3G01900	4	1879
AT4G30996	1078	1723
AT1G67110	5	3773
AT4G01540	64	2306
AT1G06420	1947	1149
AT1G05100	35	1340
AT4G34060	2	6060
AT5G42090	61	2559
AT1G18290	14	1109
AT3G17840	4037	2829
AT3G05360	40	2693
AT2G34180	8	1721
AT4G18440	929	2908
AT3G16910	659	3098
AT1G75295	27	2416
AT1G16500	1221	1423
AT5G18202	4	372
AT1G62750	1435	3013
AT2G39990	3773	2268
AT3G44640	4	1518
AT3G59200	192	2251
AT3G57530	1071	3247
AT5G27610	170	5857
AT3G61380	467	3595
AT5G19930	431	2050
AT4G08112	2	3026
AT3G10840	384	3383
AT3G46110	55	1843
AT2G41610	2	1082
AT4G32960	538	1720
AT1G14620	1303	2033
AT3G03120	420	2306
AT1G12820	1257	2538
AT3G42473	211	891
AT3G20997	43	338
AT1G70720	46	922
AT2G38040	3944	4138
AT1G56560	881	3029
AT5G51250	2	1106
AT5G48953	172	642
AT3G52120	1089	3278
AT2G40660	2076	3210
AT5G60640	8581	3271
AT4G00238	2782	1398
AT5G06330	9	1950
AT2G33770	2172	5555
AT4G02220	771	2917
AT3G42725	33	869
AT3G18900	101	2934
AT3G52290	918	2643
AT5G65470	1147	3123
AT1G80133	10	685
AT5G22796	72	1018
AT2G29050	1405	2408
AT2G20740	534	2017
AT1G33500	33	2402
AT2G47340	4	1009
AT5G05820	438	2675
AT1G47570	663	5923
AT1G71070	612	2337
AT1G73760	1430	2840
AT2G45210	10	1176
AT1G06770	253	3201
AT2G15440	74	1307
AT4G28405	5	238
AT3G02330	96	2888
AT1G22030	112	1852
AT3G21410	124	1232
AT1G27930	184	2041
AT1G22885	67	1076
AT1G31812	8958	1467
AT1G64035	1	2240
AT4G08138	5	4474
AT4G04235	12	254
AT5G56470	4	898
AT4G32520	2704	3553
AT3G43580	85	1622
AT3G28420	45	1085
AT3G47980	1	2786
AT1G48920	20414	3651
AT2G33890	11	71
AT4G28820	175	2897
AT3G51640	1949	3660
AT1G44820	839	2899
AT3G13930	2943	4702
AT4G18020	1841	4773
AT3G16460	15	3421
AT4G01520	11	2771
AT3G23580	1073	2977
AT4G38440	1382	5660
AT5G65330	2	1077
AT3G51110	733	2243
AT2G05140	56	968
AT3G18600	1819	3860
AT1G22100	17	2205
AT5G35732	100	1309
AT1G47655	11	966
AT1G30650	26	3079
AT1G50270	146	2233
AT3G54770	1	2344
AT5G38300	350	1161
AT1G53720	727	3277
AT4G03200	1104	4597
AT1G22190	76	1630
AT5G14450	178	1734
AT5G12850	1470	3494
AT4G15660	3	939
AT1G64940	37	1725
AT4G39753	12	1333
AT1G75770	27	1243
AT4G03020	1557	4064
AT3G58165	1	70
AT1G72330	1033	3404
AT5G01120	58	2396
AT1G64105	2	592
AT1G49290	1	1273
AT5G53050	234	3511
AT2G37980	71	4005
AT2G24850	1	3142
AT1G15920	707	1894
AT3G05270	426	3113
AT2G25590	438	2869
AT3G18440	956	2789
AT5G01205	9	204
AT2G37310	270	2315
AT1G04353	2	1944
AT3G12430	1	1025
AT1G54926	1	1149
AT3G04605	1863	3726
AT1G80370	638	3397
AT3G19160	17	1290
AT3G13070	1383	4234
AT4G13130	1	2678
AT1G51110	182	2364
AT5G40660	1053	2198
AT5G55690	1	1387
AT1G29820	610	3129
AT5G03025	4	509
AT4G20890	6109	2467
AT1G16610	3146	3346
AT5G38560	1488	4047
AT1G72660	26	3087
AT3G57840	166	464
AT1G33080	30	4870
AT2G43250	294	2508
AT1G62560	11	3147
AT3G15850	375	2584
AT1G76720	940	6258
AT5G02605	4	749
AT5G10900	247	3435
AT1G65960	1895	5727
AT3G08820	124	2275
AT3G61160	67	3001
AT2G14880	1309	1690
AT4G27597	1	2195
AT4G13840	61	3007
AT2G41980	972	3055
AT1G50600	1253	2586
AT2G26990	2143	3228
AT2G34585	577	833
AT1G08010	1324	2237
AT1G30920	4	1360
AT3G13320	754	3982
AT3G55258	35	488
AT3G05155	2	4019
AT5G41020	864	1914
AT3G58260	5	1615
AT5G60400	1734	1343
AT1G31470	236	2045
AT3G49810	948	2727
AT5G16550	730	1541
AT1G12672	81	781
AT2G44580	355	1877
AT2G28120	44	2149
AT2G17250	1395	3723
AT3G46770	2212	1677
AT3G55960	503	2637
AT5G03450	673	3610
AT2G34510	1078	3092
AT2G43200	116	2533
AT2G07705	2	200
AT2G17800	2204	2493
AT4G19070	207	1878
AT1G49270	2	3208
AT3G12340	426	3975
AT4G25470	4	985
AT2G45580	2	2299
AT3G51670	3381	2555
AT5G20635	199	3006
AT3G48460	954	1834
AT1G43710	2157	2232
AT2G07771	13	770
AT2G15240	1220	3618
AT5G04030	5	230
AT1G17170	17	1340
AT1G09947	1	136
AT2G43280	398	1420
AT1G19800	670	1784
AT4G12620	731	2838
AT5G51620	390	1472
AT5G45970	4	2436
AT3G49220	2028	4225
AT5G10050	349	1560
AT2G39050	207	2338
AT2G20470	4	3754
AT5G65687	240	3192
AT5G35738	47	317
AT1G01970	274	1847
AT1G26550	2077	1915
AT5G03880	1026	3099
AT4G25860	81	2317
AT5G47075	7	363
AT1G24460	2032	6677
AT1G21945	20	4294
AT1G49225	4	5078
AT5G37670	10	833
AT4G23900	10	2077
AT3G09850	2181	2804
AT3G14600	8040	1660
AT2G46570	19	2797
AT2G20260	1688	1033
AT5G20440	2	1390
AT2G30350	282	1635
AT4G26160	391	1628
AT3G19250	165	1786
AT4G28250	1001	2499
AT1G56080	267	2211
AT2G15271	1	411
AT5G42540	2457	7480
AT4G32300	404	3122
AT1G06113	5	219
AT1G04520	1854	2580
AT5G67170	158	2301
AT1G04587	3	290
AT3G24450	488	1767
AT2G07645	1	516
AT4G36090	37	2675
AT1G80960	104	3257
AT2G31090	620	977
AT3G20210	15545	2396
AT2G38360	628	1278
AT3G44870	4	1386
AT5G49215	218	2686
AT2G45100	400	3303
AT3G23730	1825	1366
AT1G78590	408	2571
AT5G54610	7	2088
AT4G01935	66	1307
AT3G62830	1362	3295
AT5G43285	87	384
AT4G36230	55	1019
AT5G60710	3074	4564
AT5G23000	2	1887
AT4G06603	41	2504
AT2G17540	156	1565
AT5G19840	158	4039
AT2G29390	951	2429
AT1G11290	263	2920
AT1G15800	311	2839
AT4G07856	1	3710
AT2G47600	834	3463
AT5G51540	381	4382
AT4G32450	235	1952
AT2G19760	1747	1536
AT5G22460	591	2179
AT2G36080	139	3375
AT2G30080	791	1632
AT2G27340	388	2629
AT3G61280	4	2809
AT5G47400	715	3581
AT1G04420	401	2365
AT5G63300	103	926
AT1G72730	640	2423
AT5G10960	6072	2216
AT5G07100	2	1759
AT5G62190	7836	3776
AT5G08540	843	1911
AT4G01290	4011	6521
AT2G35030	373	2406
AT1G64460	764	2326
AT1G69510	874	1764
AT4G17500	139	1188
AT5G52470	10217	2672
AT4G37970	1	2718
AT4G02520	3	1690
AT2G19350	351	1201
AT2G17650	304	2274
AT5G15960	89	1109
AT1G32570	14	792
AT4G00160	36	2069
AT4G24330	3536	2905
AT5G40040	178	632
AT4G37900	38	3174
AT3G56190	2975	3021
AT2G07696	13	1178
AT1G35183	4	2108
AT3G61898	149	390
AT3G16390	5	2174
AT4G35520	101	6223
AT5G08390	1112	6314
AT5G15790	235	2710
AT1G27595	1997	10829
AT3G59760	1356	3468
AT5G24655	11	763
AT2G17530	473	2824
AT1G22990	19	1113
AT5G65960	796	2099
AT5G29000	412	2998
AT1G12440	1931	1780
AT3G15140	524	2454
AT5G05240	584	2806
AT2G33580	184	2773
AT4G10080	1728	2725
AT1G17640	189	2306
AT1G76650	20	1331
AT3G30211	3	4058
AT3G50685	263	679
AT2G32690	17666	1075
AT1G21710	573	1818
AT5G13830	71	1176
AT2G03821	4	903
AT3G21300	396	3632
AT5G22250	149	1322
AT5G11320	23	2393
AT3G04090	1634	2260
AT4G10400	733	2020
AT1G32300	2463	2053
AT2G40650	1298	2512
AT1G01880	331	3074
AT4G28811	1	2863
AT3G13175	318	739
AT1G26340	426	1113
AT1G10630	3344	2085
AT5G50330	204	3551
AT2G31350	527	3027
AT1G24260	4624	2587
AT5G61400	139	1964
AT5G58850	25	1611
AT5G38005	5	1021
AT5G42850	1162	1331
AT1G55020	4118	4814
AT5G40348	20	4569
AT1G19373	1	75
AT5G59210	671	3223
AT1G15430	179	1989
AT3G61770	605	2024
AT3G15740	8	784
AT3G06110	423	1601
AT4G39980	2816	2611
AT5G13880	39	1064
AT5G60360	1822	2822
AT3G49470	1986	1668
AT5G60570	1407	2381
AT3G60380	1450	2857
AT4G30120	6	3413
AT3G53232	14	745
AT5G28370	1920	2677
AT3G01970	8	1460
AT1G21290	5	731
AT4G08480	574	4224
AT5G08430	1193	4129
AT1G61660	287	2760
AT4G06995	5	457
AT2G19800	644	2914
AT5G43040	13	2092
AT3G23030	461	1449
AT3G01150	581	3048
AT2G33740	664	2262
AT4G30610	2013	4476
AT4G12010	283	4580
AT3G30846	5	4368
AT1G68660	460	1398
AT2G44200	729	2475
AT2G33205	194	2888
AT1G50200	6023	7365
AT2G07724	13	653
AT4G27630	396	5560
AT1G11545	39	1896
AT3G17590	561	2558
AT3G59660	937	4538
AT1G76270	619	3578
AT4G00090	961	2826
AT5G58690	17	3029
AT1G03270	204	3510
AT5G42900	932	2152
AT5G15910	514	2554
AT2G42210	2976	1791
AT1G11870	442	3258
AT3G55380	1380	2216
AT1G05090	819	1636
AT1G27660	271	4669
AT1G14870	120	1387
AT3G10900	437	1818
AT5G10870	330	1971
AT1G08703	1	326
AT3G03272	6	780
AT3G05460	1554	998
AT5G44870	17	4545
AT2G39000	160	2037
AT1G74470	7470	2280
AT4G18210	151	2734
AT5G47650	114	2403
AT3G09540	45	2610
AT3G25610	102	4855
AT4G28390	395	2059
AT1G14060	794	1184
AT5G53140	3407	4197
AT2G17980	2194	2457
AT4G12410	229	931
AT4G30960	3997	2155
AT2G18000	288	1922
AT1G74200	54	2449
AT3G26540	267	2110
AT1G67785	1970	1451
AT5G39670	6	888
AT2G16870	72	3821
AT1G09867	8	139
AT3G18070	40	2913
AT3G11760	1089	3357
AT1G47320	24	1064
AT1G09430	840	3545
AT4G40020	16	2187
AT4G10970	666	3012
AT4G12060	594	2022
AT2G05635	17	1532
AT5G12060	152	620
AT5G58090	2359	2132
AT5G27495	86	412
AT2G18938	70	788
AT4G08950	1046	1372
AT5G25440	6	2251
AT5G24850	343	2953
AT1G74890	23	1578
AT5G52580	1200	5124
AT2G27380	3	2363
AT1G45010	212	2135
AT2G20780	659	2187
AT1G56520	35	4468
AT2G14245	10	1351
AT5G56210	268	2355
AT4G23710	628	1698
AT5G45900	626	3422
AT4G35860	798	2207
AT5G41410	1096	4141
AT4G01320	2838	3617
AT1G72350	2	674
AT2G44380	3	1195
AT5G54930	617	1835
AT1G56540	22	3910
AT1G32740	294	1687
AT1G16620	38	1369
AT1G29910	2781	1222
AT2G08440	1	293
AT4G36670	382	2232
AT4G39150	846	2755
AT1G09083	66	137
AT3G53340	821	1962
AT5G57580	2456	3505
AT1G49200	15	941
AT3G10640	452	1814
AT3G19400	449	1722
AT2G32710	1042	3375
AT4G34150	869	2603
AT1G14990	309	1423
AT1G69620	12934	1629
AT1G03790	126	1854
AT3G60400	388	2290
AT3G28690	1650	3077
AT1G80260	1831	5099
AT2G23096	3	1543
AT3G45740	528	2779
AT3G22240	1697	1289
AT1G05065	61	716
AT3G53800	251	2163
AT3G11690	1551	1793
AT1G78815	7	1048
AT3G46180	542	2861
AT4G14180	64	5895
AT2G15620	592	2546
AT5G07830	105	3563
AT1G71050	22	1195
AT5G54500	877	2228
AT3G52170	940	2803
AT5G62380	46	1902
AT1G05910	2244	6499
AT4G16442	1490	1488
AT3G05900	1	2779
AT5G63910	654	2399
AT5G22310	47	2250
AT2G30580	485	4750
AT3G22440	15125	2618
AT3G30160	4	1727
AT2G17570	145	2349
AT1G25425	10	1463
AT3G06020	44	1199
AT1G21980	1874	4111
AT4G00170	996	2234
AT5G08855	7	482
AT1G69710	15	4648
AT5G08495	17	154
AT5G27945	1	1594
AT2G37660	2054	1846
AT4G06340	6	1192
AT3G25870	579	1371
AT3G54160	27	2289
AT5G13170	352	2312
AT2G46330	2358	1100
AT4G02620	989	2107
AT1G26233	3	134
AT5G62910	466	2098
AT2G43770	1702	1975
AT3G46780	613	2587
AT4G29780	1036	2494
AT3G52760	436	1179
AT5G55580	311	2573
AT2G45930	114	1522
AT2G06090	135	477
AT3G03605	3	307
AT2G05630	789	2011
AT3G23900	2197	4584
AT2G16070	850	1774
AT3G05880	1647	1427
AT1G72640	147	2100
AT3G54460	1273	5384
AT2G47350	586	3819
AT1G10310	701	2556
AT5G67220	1381	1843
AT2G22930	198	1645
AT2G02720	4	2100
AT5G67430	1	1898
AT3G29075	1489	1549
AT1G47230	817	2274
AT2G38680	414	2171
AT2G39020	1776	1355
AT5G20960	11	6292
AT2G28690	6	1758
AT1G47610	185	1329
AT5G15780	1582	1829
AT5G46530	93	1546
AT3G20830	804	1761
AT3G19980	1171	3470
AT1G29430	4	833
AT1G56310	570	3161
AT3G30387	439	448
AT1G55175	2	1894
AT5G24060	599	3322
AT3G17650	333	3205
AT3G02190	1087	731
AT3G19220	247	1697
AT3G58740	17	3017
AT3G10986	2	1695
AT4G01720	97	3750
AT5G03010	50	1072
AT1G75040	934	1352
AT3G59330	167	1538
AT5G52290	140	6330
AT3G06835	1	480
AT3G26650	4970	2183
AT4G02930	7134	3125
AT4G21390	30	3431
AT1G75750	79	934
AT3G27520	255	1206
AT4G28800	2	2484
AT2G33730	4045	2722
AT2G41510	39	2822
AT5G10560	2469	3381
AT2G04410	1179	1421
AT4G27320	1119	2529
AT5G41080	632	2368
AT1G78900	8049	4990
AT3G62510	3	960
AT2G12240	1	1316
AT1G26690	674	1733
AT2G42540	225	1849
AT5G63380	409	2816
AT3G01770	2122	3508
AT4G25840	618	2140
AT1G63830	1389	2281
AT2G17820	234	5632
AT5G06420	222	2359
AT4G09480	41	1399
AT2G35290	7	979
AT5G27490	252	1908
AT5G23870	596	4855
AT5G58980	230	3234
AT1G72590	12	1592
AT1G22970	750	1837
AT5G36280	1	308
AT3G04650	325	2830
AT3G44530	723	6036
AT1G60640	1091	2438
AT5G24105	4	1100
AT4G37490	1534	2422
AT3G61198	16	715
AT1G18440	137	1944
AT4G26770	5	2879
AT1G04800	2	1026
AT5G24830	320	2952
AT4G01080	967	1996
AT2G24050	1356	3473
AT4G13120	634	2498
AT2G13620	1	2893
AT5G08620	1488	3372
AT4G08930	107	1681
AT2G21090	402	2206
AT5G50700	5	2255
AT3G60110	208	3922
AT5G59410	313	1415
AT5G46960	840	668
AT5G03110	105	1335
AT3G12950	850	2773
AT2G38460	118	3013
AT1G36160	7427	10847
AT4G02080	1928	1312
AT5G59990	2	2267
AT1G07750	6683	2057
AT3G12010	1465	5413
AT2G43940	369	2090
AT4G30250	6	2171
AT2G41000	114	2195
AT1G01420	22	1811
AT3G61470	2171	1930
AT3G16040	7	871
AT2G42290	428	2976
AT4G13395	77	733
AT5G04390	1	1697
AT4G10330	425	1464
AT3G59570	226	5328
AT5G45820	1	1922
AT3G09960	7	1649
AT2G27880	12825	5611
AT1G23130	39	925
AT2G26330	8548	6582
AT3G57260	12	1570
AT1G54385	1365	2862
AT3G61350	228	1849
AT1G67025	1	1699
AT4G37670	120	2932
AT2G23300	1271	3181
AT1G15150	12	2567
AT1G02150	1454	2058
AT2G27190	360	2396
AT5G24240	37	3208
AT1G56300	1278	2400
AT2G32700	3306	5486
AT1G57720	12595	3059
AT5G06435	2	356
AT5G05380	249	1055
AT4G22770	285	2190
AT1G71010	3865	6925
AT2G38450	545	1072
AT2G42340	6	1596
AT4G29230	57	5651
AT1G21090	1030	2020
AT1G34160	257	2124
AT1G14650	3349	4567
AT1G50520	85	1841
AT2G03730	404	2632
AT5G48620	1631	5373
AT2G26180	456	1813
AT1G01510	2553	3327
AT4G01010	27	3374
AT1G14420	9	2177
AT5G33234	1	3854
AT4G11845	71	1442
AT1G47280	3	2440
AT1G58520	140	6184
AT3G46230	2	749
AT2G11910	6394	1959
AT1G22403	34	1140
AT5G10220	16	1962
AT3G23770	1	2002
AT3G45810	2	5066
AT1G21540	9	2291
AT4G10280	336	1017
AT5G15150	323	2277
AT5G61600	140	1388
AT3G09670	967	2857
AT3G27540	233	2349
AT3G48780	1204	4232
AT1G52618	57	596
AT5G65290	587	5128
AT1G09253	1	396
AT1G31070	405	3923
AT4G29920	360	3688
AT3G49307	75	992
AT5G18050	2	746
AT5G45330	761	3278
AT4G04880	239	2419
AT3G10390	1184	3471
AT1G65910	100	3592
AT5G40620	7	676
AT3G13150	599	2015
AT1G79070	224	1544
AT3G13620	169	1908
AT1G74550	2	1666
AT1G67060	657	2936
AT1G04010	390	5307
AT2G25280	872	2455
AT4G18510	6	875
AT5G52810	225	1355
AT1G11185	7	525
AT2G20940	619	907
AT3G45610	201	1299
AT3G18170	174	2380
AT3G56070	2867	1602
AT2G07485	1	308
AT3G16330	166	1113
AT4G40030	11953	1574
AT5G21160	2860	5461
AT4G06760	9	247
AT1G75860	509	1947
AT4G27000	4130	3311
AT1G22180	30	2096
AT1G10510	846	4151
AT5G28490	7	1293
AT1G47740	664	2786
AT4G03420	670	2475
AT4G04350	502	5060
AT5G14540	1776	2854
AT1G24130	23	1514
AT3G14075	496	3510
AT2G47670	1	989
AT3G59260	481	1349
AT1G76070	130	1229
AT2G28480	371	2015
AT3G61800	645	4304
AT1G29240	441	3163
AT3G26850	465	2464
AT1G72850	13	1602
AT4G40045	543	929
AT5G62880	744	2299
AT3G13420	114	2489
AT3G06290	1442	8571
AT4G39970	51	1968
AT5G64560	881	3013
AT4G23390	1	1907
AT3G01020	3	1045
AT2G41130	459	2126
AT4G09510	1766	2882
AT1G70640	12	1766
AT2G35743	1	179
AT1G79245	2121	4920
AT1G60390	273	2249
AT1G26360	1	2405
AT2G34100	1	13955
AT3G32900	1	3514
AT5G60880	20	1547
AT2G30840	1	1690
AT1G62760	2	1272
AT2G35010	1178	2052
AT1G02500	6569	2404
AT1G29770	37	1338
AT5G59470	153	928
AT1G60740	156	1026
AT5G67510	3623	877
AT1G64050	1304	3887
AT5G09240	249	1294
AT2G45010	680	2007
AT1G06830	14	549
AT2G01505	77	1322
AT2G14365	5	521
AT1G04837	2	1242
AT3G48810	245	2711
AT2G06215	4	268
AT1G52540	918	2146
AT2G08900	1	92
AT4G08360	3	1328
AT2G46770	8	2191
AT2G03050	202	1309
AT5G57570	84	1031
AT1G03910	2674	4553
AT5G65210	18	3602
AT5G46450	92	4453
AT5G18900	1363	2119
AT4G39100	631	2695
AT1G20816	123	1474
AT4G09980	1575	4579
AT4G21490	27	3180
AT5G62370	352	3228
AT5G47910	617	5020
AT5G49290	35	4572
AT5G24020	766	1422
AT3G17450	1098	3631
AT5G20590	626	2888
AT1G70210	1594	3451
AT4G26930	2	1851
AT5G25070	916	2762
AT2G16575	6	593
AT4G01920	177	2462
AT4G38950	1220	5763
AT5G61070	284	3292
AT4G39390	567	2681
AT2G07560	1	4194
AT3G22830	10	2270
AT5G07200	7	1786
AT3G51450	691	1564
AT3G10260	763	1815
AT5G37680	258	1747
AT5G52650	9430	1678
AT3G56800	3881	1632
AT1G08103	6	879
AT5G23080	1329	6080
AT2G41945	392	3885
AT2G14878	1185	875
AT4G16830	2022	2224
AT5G11770	2474	2318
AT1G47370	1	2805
AT3G48670	1616	3396
AT2G16700	276	1569
AT3G52560	2626	1778
AT4G23460	2156	5347
AT5G66370	2	624
AT1G05860	450	2300
AT2G43930	28	2445
AT4G16620	75	2333
AT1G54960	309	4300
AT4G09875	2	2422
AT5G55280	1757	2049
AT3G44600	1740	4369
AT2G35000	7	1778
AT1G14360	1843	2074
AT4G37520	40	1749
AT5G00805	1	272
AT5G64980	437	2526
AT4G39364	70	121
AT3G45600	363	2196
AT1G15280	2753	4578
AT4G24080	145	1333
AT4G18060	1035	3383
AT4G35460	801	2185
AT3G56040	698	5193
AT1G76250	556	2781
AT1G55330	1	426
AT2G36570	1801	2711
AT3G15000	9677	2260
AT5G58530	453	1389
AT2G33847	56	1750
AT4G14980	3	1791
AT3G58070	106	1167
AT5G45600	656	2071
AT3G22400	250	4623
AT3G43600	33	5713
AT4G16960	83	3626
AT3G06430	753	1895
AT2G21660	101932	1473
AT5G19680	977	2472
AT5G07670	400	2085
AT1G30160	420	1785
AT1G32060	1459	2440
AT1G44920	724	1540
AT5G22060	2650	2364
AT5G14770	285	3716
AT2G13420	157	1908
AT1G60490	1401	4817
AT5G05860	8	2120
AT1G18700	1437	6574
AT1G20170	1	71
AT5G52330	74	3010
AT3G05725	2	868
AT3G03580	194	2916
AT3G13520	1138	809
AT1G02050	265	1629
AT5G63135	302	1725
AT1G45240	12	71
AT5G22910	1	2902
AT4G14455	404	2065
AT1G17940	594	3988
AT1G74730	337	1135
AT1G12460	2096	3540
AT3G42565	496	359
AT1G11755	301	2230
AT3G45093	7	613
AT4G13800	102	2972
AT5G59920	275	2590
AT4G17330	8657	8855
AT2G12440	15	6462
AT2G36430	8	1788
AT5G20410	161	2320
AT1G13195	351	2095
AT3G20930	287	2823
AT5G64813	849	2881
AT1G80720	353	1619
AT2G36780	1	2027
AT3G07470	210	2064
AT5G24318	159	2150
AT4G15940	464	2177
AT1G78955	65	5242
AT3G52950	677	2514
AT3G02540	1748	3606
AT3G45410	26	2676
AT4G21220	123	2309
AT3G58930	732	2489
AT5G24280	3506	11383
AT5G50600	5	2235
AT1G68150	6	1842
AT1G75980	325	1864
AT2G28190	3053	2157
AT5G27889	6	161
AT4G04955	525	3318
AT3G17530	7	1422
AT5G13100	1318	2053
AT1G75230	621	3200
AT1G43910	415	1802
AT3G02065	558	1973
AT4G36660	591	1775
AT1G16510	69	871
AT4G27750	594	2014
AT2G17920	1	1575
AT2G37220	5916	2056
AT3G26750	544	2154
AT5G63540	196	3688
AT4G27810	74	1547
AT5G16830	473	2449
AT3G26990	726	3916
AT5G14110	3	794
AT4G18530	239	3212
AT2G05710	10336	5349
AT1G07017	86	664
AT4G18880	73	2423
AT3G08635	2	287
AT1G30610	472	4211
AT5G56745	4	71
AT4G32940	1476	3253
AT3G55980	1578	2732
AT3G26630	305	1756
AT5G02120	206	682
AT1G15320	2	1818
AT1G71920	830	2218
AT2G19500	10	3151
AT1G71990	347	2082
AT1G33240	296	3376
AT1G04990	1165	3027
AT1G56180	425	3579
AT1G56045	3351	976
AT3G06740	445	1155
AT3G26460	1	975
AT3G25480	370	1477
AT1G72870	9	2399
AT2G43680	5161	3712
AT2G45330	352	2163
AT1G75080	1221	2571
AT5G64990	118	1525
AT2G05518	1	700
AT5G22500	1606	3797
AT3G03250	3395	4852
AT5G20170	763	3544
AT2G16970	7	6236
AT3G01327	28	342
AT5G10270	1055	3295
AT5G37150	1	3232
AT5G11890	1035	1651
AT5G19880	7	2093
AT3G27865	9	91
AT1G21610	1049	5127
AT1G22200	1627	3335
AT3G28350	82	2585
AT2G30230	126	1118
AT2G35130	45	2780
AT2G33640	193	3240
AT5G33290	7	3866
AT1G67626	11	629
AT1G05467	45	372
AT1G21651	10	3410
AT2G41590	1	1645
AT5G49450	27	906
AT4G02370	1071	1048
AT1G10740	728	2941
AT1G75410	204	2942
AT1G47278	791	1517
AT2G27330	554	1767
AT1G02130	1783	1936
AT3G60160	6968	6135
AT5G18590	1387	4407
AT4G15930	1219	1906
AT3G07705	1	264
AT5G15710	378	2455
AT5G48740	15	4174
AT3G09870	19	537
AT1G73830	136	1615
AT3G09855	2	394
AT5G65110	1320	3163
AT1G07810	4215	4651
AT2G33880	672	2441
AT1G18450	2791	3962
AT1G16040	473	2451
AT5G07380	97	3627
AT1G13140	32	1941
AT1G35720	1187	2071
AT2G24530	288	2561
AT5G26170	51	1512
AT3G08630	586	1507
AT2G06725	3	348
AT5G50130	13	3348
AT1G21395	1	386
AT2G32560	356	2597
AT1G09480	26	2782
AT1G11800	656	2106
AT2G43010	70	2980
AT4G17560	1216	1959
AT3G05858	10	628
AT1G27921	79	3814
AT1G80480	750	2727
AT1G70300	190	3887
AT1G24095	222	1704
AT1G52780	1019	3572
AT1G14170	1316	2729
AT2G39980	123	2509
AT3G13380	388	4609
AT1G56130	95	6267
AT4G16295	17	455
AT3G24740	767	2766
AT2G07762	1	74
AT5G14830	188	3333
AT4G36410	19	1066
AT3G52060	1923	1750
AT1G63980	1792	2809
AT5G15320	1955	1606
AT2G41060	850	3580
AT1G17840	6987	4119
AT5G00965	2	374
AT4G21990	3606	2159
AT3G02100	4	1644
AT2G30930	23	1423
AT5G48890	4	1059
AT5G37450	1	4560
AT3G52340	354	2604
AT3G52400	93	1598
AT2G47690	1561	1163
AT1G07940	77050	2592
AT1G66650	137	1904
AT3G59030	124	2400
AT5G42820	393	2696
AT1G11360	1146	1982
AT2G27035	17	967
AT2G21190	1260	2249
AT5G50290	37	2839
AT4G24990	536	2159
AT3G18080	951	2991
AT3G54010	2082	4459
AT4G28600	869	3684
AT5G49220	1029	2643
AT5G47450	1	1373
AT1G68872	137	2466
AT3G50240	1213	5660
AT4G14680	544	2387
AT2G27470	1316	1474
AT5G50000	2330	2797
AT2G18710	1175	2401
AT1G04190	939	2371
AT2G32000	617	6148
AT3G60210	815	1852
AT1G15380	150	2000
AT1G02780	28173	1735
AT2G35765	3	554
AT5G24000	161	2590
AT1G64750	2763	1546
AT1G05260	151	1717
AT2G23800	5	1294
AT1G65260	859	4640
AT1G21050	168	1613
AT1G06520	3027	2452
AT3G46220	1178	5118
AT3G60020	2	746
AT1G49770	2	2204
AT4G22960	13	3360
AT5G42720	873	2723
AT5G07730	173	1155
AT4G08869	150	2298
AT1G71840	1702	2413
AT5G01175	138	1006
AT4G37110	492	2370
AT5G42270	1945	2819
AT1G66300	6	1745
AT3G29170	377	2059
AT5G11640	526	2212
AT5G07895	1	199
AT5G25020	31	1061
AT5G35330	545	2395
AT5G49470	244	5462
AT1G23060	90	2392
AT5G03910	589	3094
AT3G09820	5461	3164
AT2G34070	406	3123
AT1G30170	137	1730
AT1G66050	313	3437
AT2G26360	138	1884
AT2G22050	1	1178
AT4G01170	20	1334
AT4G25820	1	1569
AT3G06850	1169	2738
AT3G61900	18	637
AT2G10931	147	1125
AT2G22125	3839	8519
AT1G69330	418	1856
AT4G32130	1351	2670
AT1G33970	1027	1995
AT2G23093	292	2707
AT2G33600	596	2074
AT2G33220	2119	1893
AT5G60490	52	1370
AT1G75440	170	1743
AT4G15230	42	7759
AT5G57400	152	1494
AT4G07830	14	2491
AT5G40670	825	2236
AT1G53920	64	2179
AT3G28980	10	1889
AT1G79390	576	1105
AT1G78910	215	2490
AT3G13690	2136	4797
AT3G55170	1537	1620
AT4G00060	1019	7694
AT5G16590	821	2602
AT5G49050	1	452
AT1G23330	617	2862
AT5G21140	317	2600
AT5G06700	1458	3139
AT1G03960	504	4305
AT3G05990	475	3243
AT2G24120	1276	5790
AT2G04610	4	437
AT4G36250	1853	2923
AT2G38960	600	2935
AT1G16570	704	3023
AT4G00210	1	1600
AT5G61700	1	4966
AT1G05500	1885	4370
AT3G22690	227	3365
AT5G61910	661	8551
AT3G04560	617	2403
AT1G15580	4	985
AT3G13160	1356	1579
AT1G54300	11	1296
AT5G59610	210	4229
AT5G48370	858	2222
AT2G26870	106	2555
AT3G06370	2	4127
AT4G16845	997	3809
AT5G09440	1339	1522
AT5G38830	2195	2774
AT3G12580	1370	2769
AT1G74770	10	5784
AT5G60850	447	1872
AT4G31560	177	1172
AT1G76860	1266	1336
AT4G10710	4566	4454
AT5G01570	44	1510
AT5G56710	10398	1286
AT1G63200	1	1080
AT1G20980	3693	4970
AT2G15300	148	3117
AT3G62440	2	1622
